src_ip,dst_ip,protocol,src_port,dst_port,bytes_sent,bytes_received,duration,packet_count,attack_type
222.198.97.158,166.69.230.144,ICMP,34681,35768,4831,1431,146,60,normal
161.203.44.175,141.85.241.144,ICMP,24885,47722,2635,6584,270,1,normal
171.105.61.73,92.121.99.130,UDP,32824,58429,9956,3414,378,80,normal
193.48.191.119,193.137.90.185,UDP,13825,49840,6502,4931,522,87,normal
14.158.181.252,204.78.139.5,ICMP,58049,17080,2234,1620,311,29,brute_force
104.237.60.1,85.251.89.123,TCP,8456,34397,8334,2079,73,33,normal
99.127.19.2,39.244.38.68,ICMP,59367,42685,5550,3805,521,65,normal
114.8.110.166,210.126.196.229,ICMP,18594,10444,3798,3161,416,100,normal
185.123.84.172,213.183.202.217,TCP,21063,4595,1024,4040,564,57,normal
207.120.241.123,94.79.156.74,TCP,29814,27317,4319,6509,148,23,brute_force
180.95.123.176,73.176.33.131,UDP,42097,20870,3371,9772,565,3,normal
4.36.12.54,216.123.69.83,UDP,26401,46280,866,4760,469,91,normal
250.133.176.90,145.30.117.102,TCP,10648,19401,8585,6140,568,84,normal
199.230.193.246,222.251.215.204,ICMP,6292,10234,6616,8315,393,77,normal
137.64.19.150,192.195.242.140,UDP,56620,10036,9493,2497,495,4,normal
38.187.17.176,104.191.186.189,ICMP,13484,1214,9913,9207,422,124,normal
93.48.30.128,70.34.136.111,UDP,63891,42590,1521,7256,467,47,normal
171.205.28.148,126.129.142.241,ICMP,43668,56125,7834,7069,165,128,normal
106.220.229.80,94.180.39.66,UDP,13377,13879,3368,3190,440,138,normal
160.249.211.247,151.42.243.89,TCP,37002,3315,7779,2899,319,141,port_scan
153.45.82.2,20.190.185.226,TCP,16316,43465,5324,7955,477,3,normal
62.109.34.5,232.168.209.89,ICMP,60858,2339,6195,4962,464,140,normal
106.227.68.74,218.108.192.107,ICMP,13094,37181,6452,7555,311,150,normal
15.79.232.234,154.195.29.170,UDP,2278,30165,5017,5540,492,14,normal
92.44.128.76,57.28.226.216,TCP,52323,16998,3472,9205,334,47,brute_force
109.42.123.78,62.37.208.249,UDP,5094,6375,3085,5947,514,36,normal
97.209.72.71,37.246.173.189,ICMP,62244,29971,1895,3241,260,26,normal
216.173.11.105,250.91.101.6,ICMP,44427,4822,4841,8687,282,100,normal
229.237.124.217,235.146.106.171,ICMP,29343,33273,7850,9159,278,100,brute_force
214.215.249.87,39.70.206.215,TCP,29371,37075,6740,9279,65,89,normal
104.37.52.2,253.229.238.47,TCP,7680,18812,5785,3484,543,55,normal
5.236.124.81,241.72.156.89,TCP,13132,3680,2630,658,213,101,normal
219.118.203.12,47.57.108.26,UDP,17345,37044,8177,2937,157,92,normal
21.54.14.54,110.17.203.36,TCP,32201,63650,4429,9169,474,39,normal
34.152.179.104,243.5.200.178,TCP,64417,58792,5946,9081,25,13,normal
38.54.90.30,119.72.252.76,ICMP,48126,4041,211,5023,359,11,normal
218.103.145.90,67.112.124.133,TCP,42452,54749,5730,8936,94,17,normal
4.104.221.57,193.196.91.227,TCP,19548,21022,8744,3331,303,44,normal
91.94.36.11,250.12.52.27,ICMP,41366,36054,8391,3767,269,71,normal
242.189.149.43,169.84.44.127,TCP,42127,15193,8848,1950,179,3,normal
26.98.233.194,108.153.153.96,UDP,56794,848,6373,3662,60,63,port_scan
20.103.16.55,222.172.75.252,UDP,1032,38213,5799,2237,197,119,normal
181.215.182.255,247.110.29.42,UDP,60261,49357,9074,1652,41,137,normal
131.22.115.107,85.255.187.155,TCP,11562,49812,5374,3889,558,56,icmp_flood
61.201.108.89,121.114.182.206,TCP,60774,41051,5646,2035,491,19,normal
69.219.226.27,73.148.40.233,ICMP,53122,36465,4551,7069,267,85,normal
55.161.92.14,72.130.51.119,ICMP,40128,38835,9008,3250,463,54,normal
151.107.155.78,62.55.50.165,TCP,32322,16092,7192,6782,567,25,normal
64.236.223.167,22.143.255.152,TCP,22121,52120,6717,8345,481,106,normal
50.106.89.73,32.133.163.221,ICMP,56322,48237,906,8330,18,95,normal
114.26.124.226,250.171.99.134,TCP,54571,58604,8715,8412,76,127,normal
216.112.213.51,201.253.68.185,UDP,64451,45947,7851,5202,456,140,normal
3.149.89.56,55.244.135.14,UDP,14151,38911,2368,7485,526,90,brute_force
67.211.168.91,237.179.214.46,ICMP,25144,18261,2989,3365,154,21,normal
12.171.177.58,32.119.159.162,UDP,55698,58695,4806,960,161,40,normal
91.158.14.92,166.234.95.89,UDP,47551,13561,9784,3846,447,80,normal
66.161.54.65,223.88.148.168,ICMP,3644,36524,9997,7197,285,127,normal
189.193.159.115,88.155.192.234,TCP,55008,55720,7563,3797,81,56,normal
231.68.146.210,30.181.215.12,ICMP,4253,34395,5886,5157,380,29,normal
8.161.31.212,126.220.86.169,ICMP,32545,45302,8873,8546,61,88,normal
42.166.154.193,57.25.51.224,UDP,7849,50804,6788,1968,65,9,normal
5.166.208.179,57.1.125.209,UDP,49041,31960,1663,809,546,40,normal
148.201.101.203,69.192.60.120,ICMP,51214,13919,9672,7027,200,45,normal
6.171.78.150,50.169.167.185,UDP,52125,31312,9655,7687,7,85,normal
250.10.88.5,28.133.87.170,UDP,14102,6495,1578,2152,342,33,normal
46.227.160.78,162.127.156.16,TCP,54802,17501,3132,5876,289,53,normal
189.3.233.90,73.203.246.85,TCP,40097,18367,7554,3671,359,71,normal
104.39.154.189,90.50.115.209,UDP,18837,30477,2417,5760,387,8,normal
220.163.240.21,83.129.236.17,ICMP,15741,40618,6066,5885,380,104,normal
143.7.13.230,230.80.90.89,UDP,61886,32640,8098,2387,364,30,normal
173.140.161.40,197.233.70.130,TCP,13140,52764,6742,6301,441,7,brute_force
84.143.151.225,195.121.198.232,UDP,13398,21493,1343,6652,233,61,normal
27.244.65.35,52.132.194.183,ICMP,55451,14524,8978,4371,305,73,normal
122.50.147.33,184.210.130.155,TCP,45354,2966,2188,3064,194,143,normal
135.252.25.109,80.31.194.121,TCP,58067,59160,4904,8425,544,116,normal
51.62.115.178,78.9.55.67,ICMP,61943,5532,7654,7504,109,45,normal
54.225.84.84,179.69.107.155,TCP,29333,15089,1089,2721,388,124,normal
129.177.19.40,237.194.176.167,ICMP,38612,37954,3092,6883,141,20,normal
92.71.121.16,227.73.98.216,UDP,36124,60434,5867,554,489,119,normal
33.71.247.67,188.20.35.94,ICMP,49673,32922,5895,1050,267,144,normal
44.248.17.134,91.57.155.1,UDP,7889,51474,6897,7726,452,134,normal
132.103.254.15,14.16.118.231,UDP,8707,12259,3338,3733,549,145,icmp_flood
106.31.34.63,99.21.166.214,TCP,11871,63533,6026,691,336,36,normal
29.212.246.191,107.108.239.77,ICMP,10810,25194,1585,8251,241,3,normal
170.29.55.123,214.153.104.159,ICMP,26377,52475,3266,5813,125,100,normal
147.157.217.238,181.129.89.37,UDP,14098,64786,7358,2925,120,34,brute_force
160.200.237.142,225.35.183.6,ICMP,62288,60601,9740,6957,251,92,normal
122.42.17.228,110.4.122.198,ICMP,16733,58236,1677,7158,593,33,normal
8.78.171.88,168.53.68.249,ICMP,27585,16637,5662,7140,385,112,normal
167.87.37.89,231.146.204.114,UDP,4823,4882,3310,7020,216,49,normal
135.77.158.84,100.19.26.175,UDP,36928,55095,5186,6700,414,119,ddos
30.18.211.88,44.33.237.195,TCP,5113,48001,485,9075,534,37,normal
33.79.201.215,203.179.76.237,UDP,3567,19008,4183,7654,551,129,normal
44.45.79.146,110.238.143.22,UDP,4666,63244,731,3648,493,66,normal
177.60.166.169,211.155.154.114,TCP,33368,1833,4990,5681,23,132,normal
141.7.14.50,213.227.75.90,UDP,8824,43498,9939,6407,459,17,normal
84.125.239.238,249.38.64.250,ICMP,48063,8904,1920,9686,334,105,normal
71.70.164.195,210.104.102.173,UDP,13683,28420,6415,8318,593,89,normal
238.73.226.83,15.29.99.120,TCP,12040,28836,9059,5757,117,8,normal
245.99.49.31,27.92.66.96,TCP,17723,20735,3842,3890,281,17,normal
234.165.115.106,51.23.21.222,TCP,47498,24666,7866,3535,390,122,normal
226.128.12.79,95.220.211.142,ICMP,5807,39763,4122,5819,59,117,normal
37.187.54.18,170.10.38.24,UDP,34472,36532,3556,3180,72,120,normal
146.213.220.150,227.251.118.31,TCP,35919,46582,5421,8328,167,93,normal
151.74.206.89,107.58.26.176,UDP,3070,31050,7597,4082,331,123,normal
50.45.28.27,112.4.107.31,TCP,34156,63487,9733,8830,170,8,normal
141.196.241.244,132.118.241.254,TCP,60075,18464,8550,9369,495,94,normal
149.171.225.252,168.241.77.115,ICMP,39318,32722,7099,3874,369,9,normal
173.19.17.9,128.188.249.115,TCP,62936,58158,642,1386,16,86,normal
163.176.64.54,218.139.48.123,TCP,50501,21801,1138,4720,45,129,normal
57.155.232.186,19.64.234.185,UDP,8754,32113,4290,3989,533,94,normal
250.254.102.62,8.37.221.97,UDP,7981,16903,9757,6622,349,91,normal
131.11.137.195,189.185.199.185,TCP,39401,35433,8251,9278,543,6,ddos
75.83.232.156,244.52.68.222,ICMP,53371,13385,1448,3960,220,149,normal
76.10.118.131,164.201.37.114,ICMP,43019,59497,8642,6316,27,13,normal
34.52.156.130,15.240.27.220,ICMP,65241,23125,6010,8819,261,37,ddos
128.186.247.172,215.12.71.27,ICMP,52468,51955,7664,6986,274,117,normal
208.139.210.19,104.81.212.213,ICMP,34224,612,2189,5989,218,90,normal
86.83.138.223,76.101.29.126,TCP,51075,2780,2258,9205,336,55,normal
18.44.63.110,240.131.130.250,UDP,29555,46660,289,7811,87,118,normal
128.28.187.87,111.43.168.27,ICMP,20041,35254,4034,6732,313,96,normal
72.25.83.185,137.69.142.117,UDP,22687,21167,2214,9752,397,127,normal
126.91.68.16,109.147.243.138,ICMP,41623,31219,9352,4619,289,20,normal
254.249.61.88,179.65.108.192,UDP,14231,55380,3973,6135,121,8,normal
113.255.3.14,42.66.96.51,UDP,57517,36110,2667,3573,332,40,normal
71.74.246.127,8.62.8.9,TCP,18437,4103,6812,2670,332,71,normal
26.200.213.207,75.252.164.76,ICMP,55471,37312,5873,9791,68,111,normal
146.88.137.54,142.11.25.196,TCP,49156,4095,8933,2327,469,73,normal
79.188.194.253,187.1.15.178,TCP,48303,34515,9324,7737,428,49,normal
5.169.159.193,75.255.86.207,TCP,60756,64952,4605,7618,68,14,normal
35.34.192.234,169.11.29.205,TCP,8981,14375,7948,8453,435,135,normal
224.174.188.163,47.231.84.124,ICMP,12534,47371,785,1553,268,90,normal
91.77.207.206,82.148.239.151,TCP,64653,4407,6534,6069,331,85,normal
203.115.17.64,132.186.27.254,ICMP,31193,29234,3141,6071,195,19,normal
176.47.75.213,104.138.172.241,ICMP,48489,45863,406,5940,249,119,normal
251.37.25.10,7.255.168.61,UDP,11398,43337,5385,1816,379,148,normal
188.217.138.224,183.83.218.23,ICMP,27988,15468,3357,4869,191,137,normal
113.154.46.19,107.181.241.93,ICMP,21725,44865,7668,2614,423,6,normal
117.109.76.229,230.240.200.229,TCP,53401,38322,3227,8379,193,48,normal
124.211.217.216,126.163.186.66,UDP,31163,28735,4089,4601,409,96,normal
70.220.142.156,244.198.221.40,UDP,57758,62400,5352,471,393,79,normal
121.144.192.95,252.194.235.126,UDP,20898,60841,684,8270,419,107,normal
208.220.194.185,176.147.63.59,ICMP,55101,52276,6217,7735,539,47,normal
53.17.185.124,152.47.164.10,UDP,18029,44519,2335,1659,264,21,normal
165.195.42.210,131.146.159.134,TCP,58592,12392,8916,9053,93,136,normal
10.151.44.250,44.43.227.222,TCP,57767,41494,2776,4879,438,14,normal
58.56.227.180,175.11.45.153,TCP,6493,9399,7203,3626,456,51,normal
218.34.210.238,219.216.25.56,UDP,28217,12206,757,9405,416,28,normal
103.4.104.247,215.124.192.133,TCP,27028,41290,9575,7031,157,105,normal
98.153.192.137,199.2.180.237,UDP,65101,54824,4410,6705,240,51,normal
203.224.173.209,201.102.151.152,ICMP,25730,16694,368,4397,318,99,normal
81.194.131.132,30.209.84.160,ICMP,53438,41004,4385,1855,499,131,normal
207.121.68.169,239.83.240.66,TCP,36772,64037,195,451,258,43,normal
12.112.20.150,27.70.177.14,ICMP,32727,7568,6205,1131,115,123,normal
246.242.112.47,92.44.125.239,UDP,48469,12435,8917,6577,552,140,normal
168.41.215.97,194.149.92.195,TCP,16918,17387,7260,6994,574,103,normal
51.8.4.235,218.109.20.36,ICMP,34222,55706,8569,2960,588,53,brute_force
230.171.106.71,27.49.8.237,ICMP,19862,15507,2948,710,236,83,normal
135.115.252.77,30.88.211.199,TCP,41347,30448,2380,3286,327,80,normal
49.236.20.89,95.189.168.40,ICMP,24648,7888,359,8753,584,101,normal
82.147.174.125,6.135.79.165,TCP,35577,36889,8965,5822,229,61,normal
213.208.135.250,124.71.225.128,UDP,48387,60656,9554,4632,272,23,normal
129.164.78.63,187.72.98.125,UDP,13280,26798,5050,2595,566,46,normal
187.105.72.91,189.100.75.100,TCP,49980,43243,6179,6964,407,4,normal
17.73.237.86,249.102.53.206,ICMP,12922,53249,5290,5597,444,110,normal
36.122.62.229,232.225.45.232,UDP,13324,45739,4789,1218,541,87,normal
183.223.250.15,12.11.30.191,UDP,17177,10477,9583,165,486,12,normal
237.182.20.104,124.195.205.136,ICMP,52411,48686,3710,156,598,91,normal
127.121.97.138,16.251.140.113,TCP,3610,20210,2202,4226,403,84,normal
216.163.32.194,136.113.158.210,TCP,38695,29237,4174,5290,494,6,normal
136.16.145.49,200.162.193.213,TCP,36987,48159,2570,2898,349,65,normal
239.179.142.199,203.97.4.10,ICMP,58450,16874,2863,7036,120,71,normal
101.80.154.58,93.43.113.35,ICMP,9836,1552,2971,3003,260,142,port_scan
62.144.81.227,183.244.143.187,UDP,35126,13416,8523,3001,86,103,normal
176.135.101.191,216.31.19.167,ICMP,23029,4215,5868,2801,12,104,normal
160.134.228.199,94.120.14.7,UDP,40844,7349,4877,9269,101,108,normal
240.168.218.72,67.140.73.6,UDP,27225,44742,213,932,309,20,normal
23.89.85.90,65.37.26.23,UDP,45955,17714,8273,3343,169,21,icmp_flood
182.111.139.182,112.39.190.8,ICMP,20092,27077,401,1624,148,97,normal
108.248.126.119,18.216.189.11,UDP,9888,45356,425,4272,565,76,normal
72.148.140.188,233.20.74.53,ICMP,59092,33095,9917,5098,334,95,normal
138.112.215.176,124.228.231.238,UDP,61049,59881,5367,4966,39,116,normal
125.238.46.36,121.45.54.185,UDP,21063,15914,3869,7890,232,45,normal
22.50.233.201,113.115.130.61,ICMP,33206,58368,7650,5625,575,96,normal
16.143.245.179,46.137.185.48,UDP,29491,7511,676,805,462,106,normal
29.24.204.197,206.38.146.167,TCP,55522,56832,5883,3497,386,146,normal
62.191.218.113,79.71.128.121,UDP,40958,54086,7226,4711,239,100,normal
104.119.56.172,49.25.180.147,ICMP,27603,28007,7019,8167,343,8,normal
56.66.33.244,196.244.50.115,TCP,45986,45393,9861,2628,354,134,normal
64.57.167.134,135.225.69.238,TCP,9868,4469,9475,3145,38,52,normal
25.248.174.80,6.192.113.226,TCP,6826,54571,1413,7615,82,133,normal
98.100.10.57,191.179.19.225,ICMP,34229,40128,2242,9093,513,141,normal
21.124.78.185,34.243.13.215,ICMP,12267,57479,3485,4438,587,35,normal
197.238.50.185,231.43.240.80,ICMP,18538,35291,6826,7394,564,117,normal
27.227.247.19,133.76.135.138,UDP,3931,55244,1307,2691,584,137,normal
59.239.30.108,128.118.82.76,TCP,28316,18789,9220,1663,443,49,normal
33.108.220.182,215.185.78.114,TCP,65125,3494,5969,7222,36,56,normal
213.34.167.79,85.59.157.111,ICMP,16042,18647,728,1348,372,73,normal
184.126.88.102,37.95.98.161,ICMP,35503,31085,8169,2597,382,126,normal
65.121.40.92,33.210.114.44,ICMP,14444,62868,2537,576,431,150,normal
245.62.16.170,239.54.180.119,TCP,45826,9638,1863,9577,393,49,normal
235.93.10.198,180.11.99.209,TCP,18100,32519,8376,630,509,132,normal
246.3.194.25,244.168.48.241,UDP,15075,5808,8269,6243,313,45,normal
142.110.246.105,246.234.59.230,UDP,62955,53209,546,6544,343,97,normal
170.97.231.150,228.58.108.78,UDP,36883,50574,2834,9226,415,21,normal
184.112.234.151,56.46.118.171,UDP,62410,12789,4594,8916,66,6,normal
58.11.23.187,153.108.52.76,UDP,1920,36133,3935,2664,571,93,normal
191.228.20.218,64.232.17.146,ICMP,12522,52954,3114,9526,310,107,normal
176.163.61.254,14.73.84.151,ICMP,1187,32069,7060,344,140,104,normal
55.26.48.53,201.70.89.41,ICMP,44777,62633,2500,3945,98,58,normal
23.124.1.55,253.94.7.152,TCP,49120,20120,4714,3060,81,85,normal
3.190.243.193,60.183.228.134,ICMP,5625,29196,5327,4682,311,81,normal
242.83.64.103,199.232.200.14,UDP,30819,22752,8702,3760,303,81,ddos
69.28.221.221,220.251.223.237,ICMP,36169,24458,4843,2458,521,123,normal
37.131.240.147,60.32.154.176,ICMP,63624,32134,3608,7482,556,73,normal
210.127.175.64,219.230.162.157,ICMP,51869,37033,7778,6856,483,103,normal
59.136.42.46,42.220.184.169,UDP,35641,58071,6956,6618,458,17,normal
81.135.119.155,254.19.18.217,TCP,4831,26399,5581,280,595,148,normal
67.252.102.14,24.133.214.99,ICMP,53282,17566,4574,6391,126,83,normal
214.2.40.230,213.193.5.249,TCP,33878,12782,6790,5843,60,18,normal
47.94.225.44,197.179.52.71,TCP,46683,62268,7884,9329,80,7,normal
23.230.35.182,136.28.192.254,TCP,42668,15245,5938,8592,109,89,normal
240.54.221.110,249.209.236.181,TCP,54330,45413,7730,7380,584,116,normal
128.108.249.147,173.82.203.6,TCP,41168,33084,4870,4038,10,3,normal
135.242.33.132,46.208.155.71,ICMP,21732,9348,6833,3741,169,64,normal
127.37.28.155,91.48.107.49,ICMP,20212,39451,856,3626,174,68,normal
63.127.32.209,72.203.109.169,TCP,13542,56000,1391,9832,302,130,normal
70.86.161.128,137.183.31.50,ICMP,2984,8911,7716,1970,230,44,normal
49.199.218.82,90.179.47.138,ICMP,57668,25666,4561,8257,551,145,normal
113.230.42.178,179.86.140.160,TCP,50015,31751,9768,5649,286,113,normal
161.79.249.247,11.189.194.184,UDP,64085,62854,3149,8865,107,105,normal
111.92.123.253,65.153.109.66,ICMP,22661,39020,8345,4831,443,87,normal
193.219.208.20,227.47.27.80,TCP,52941,40886,3750,5292,419,57,normal
1.107.54.207,146.54.205.147,UDP,33253,41804,6802,8332,441,70,ddos
13.230.52.242,91.72.76.201,UDP,53780,48123,895,5403,161,51,normal
129.194.136.100,212.96.182.39,ICMP,9301,45984,2475,4686,234,111,normal
94.137.27.244,180.66.143.164,ICMP,17568,18931,7429,6458,496,106,normal
19.162.126.22,109.191.111.19,UDP,6123,19406,7045,3552,575,134,normal
124.84.90.213,135.199.199.24,UDP,43414,24090,3945,6367,67,142,normal
114.14.250.41,9.94.69.15,TCP,60352,55057,7279,9765,234,14,normal
157.40.161.178,209.141.179.144,TCP,33087,44507,5896,919,318,16,normal
113.241.236.146,123.240.108.75,ICMP,38409,60467,3363,4866,185,24,normal
191.108.47.247,239.12.18.141,ICMP,45244,37253,4363,6832,271,23,normal
45.111.132.19,142.11.25.34,UDP,51381,33717,2677,1964,302,97,brute_force
109.131.162.254,225.57.25.78,ICMP,55309,55657,7440,7462,148,36,ddos
94.46.100.185,218.115.53.243,UDP,57480,17619,7253,5726,428,49,normal
174.74.190.41,117.52.36.81,TCP,25188,16918,5479,9698,151,69,normal
227.134.30.9,121.96.47.160,TCP,1695,11698,4121,1849,478,130,normal
29.152.223.48,138.161.150.149,TCP,46752,440,1624,4850,478,58,normal
158.42.221.147,243.147.57.140,ICMP,16048,60176,6502,1679,243,45,normal
47.223.200.28,83.195.48.85,TCP,64110,46876,2654,4802,406,27,normal
12.73.79.27,212.112.54.29,TCP,44320,50635,5122,1633,26,97,normal
250.208.221.255,142.255.209.152,UDP,48178,34311,5268,4635,217,25,normal
41.68.171.207,143.232.16.221,UDP,33391,19861,1500,4332,53,69,normal
22.225.141.208,64.24.226.135,TCP,52116,8116,7243,4413,293,66,normal
111.12.169.234,51.44.97.62,ICMP,33567,29836,2622,8385,359,122,normal
135.47.121.171,58.114.204.248,TCP,61246,62421,3532,9285,559,53,normal
22.184.205.69,20.118.1.45,UDP,29284,41955,2075,7301,209,66,normal
109.252.162.63,156.32.190.250,TCP,3233,15281,9304,5608,215,50,normal
18.104.72.44,250.131.153.21,ICMP,12859,9565,4338,6677,378,52,normal
13.127.88.200,5.227.212.76,UDP,29004,19728,3476,6505,181,128,normal
248.58.23.244,66.125.247.242,ICMP,35282,46430,7829,6810,517,125,normal
87.203.25.144,153.27.59.129,ICMP,44326,9537,3775,5767,133,32,normal
76.92.209.29,214.118.216.211,TCP,43207,43068,5286,2803,582,78,port_scan
4.168.143.142,40.9.188.140,UDP,51515,56809,2478,1628,350,134,normal
214.82.255.225,138.239.117.141,ICMP,14458,53992,7372,6433,397,132,normal
53.228.28.55,61.23.22.62,UDP,14483,8640,7116,2274,474,100,normal
195.230.103.92,94.84.34.216,TCP,35457,51212,3067,4461,559,146,normal
191.198.2.206,139.130.106.89,UDP,21300,26959,7556,2025,60,44,normal
184.162.97.135,220.130.66.48,ICMP,31974,60926,2222,9007,202,18,normal
151.243.40.214,139.115.82.41,TCP,47817,986,7934,3541,241,9,normal
110.45.27.230,157.205.191.142,UDP,43128,56342,5983,4044,478,1,brute_force
193.108.11.88,245.79.13.92,TCP,3331,52009,1179,7595,12,109,normal
250.140.175.59,213.155.40.200,ICMP,47050,21072,3295,6545,351,73,normal
148.47.95.9,224.217.126.59,ICMP,51956,44469,7000,4973,180,32,normal
139.69.113.25,39.114.103.123,TCP,38323,18306,5333,9201,302,124,normal
222.38.79.42,97.221.153.174,ICMP,55928,30429,5989,8409,303,131,normal
94.221.26.83,30.246.84.32,ICMP,10043,7650,7437,9316,110,86,normal
36.1.226.67,1.71.101.139,ICMP,53510,15956,9212,6535,196,37,normal
141.129.182.109,184.125.163.206,ICMP,39743,7133,9936,3389,68,53,normal
65.55.129.174,217.86.77.84,TCP,15026,1411,2513,5847,60,39,normal
231.197.205.15,132.61.242.246,UDP,46570,33700,5391,9701,82,101,normal
249.229.140.91,174.227.105.226,TCP,45412,63606,3417,5649,246,77,port_scan
224.121.75.69,111.158.117.213,TCP,8573,37301,8807,2176,369,48,normal
204.81.212.102,112.184.156.51,UDP,2295,4247,3649,4484,512,21,normal
200.76.228.209,217.71.219.229,UDP,49134,16060,386,6371,591,145,normal
176.237.79.222,26.69.115.10,ICMP,30668,25721,9213,3152,193,125,normal
112.133.55.196,145.76.116.92,UDP,46932,55178,6279,8178,251,33,normal
222.149.99.21,199.223.20.249,ICMP,24382,44442,6814,9231,225,55,normal
61.181.195.23,134.186.68.70,TCP,64034,23662,2924,8782,304,94,normal
29.76.71.179,89.234.155.113,ICMP,28888,21019,2673,6639,389,112,port_scan
251.3.184.136,217.139.191.118,ICMP,36044,30838,5784,7830,399,150,port_scan
14.136.249.232,2.150.190.186,TCP,56587,61574,2790,7922,510,7,normal
57.214.60.250,96.10.167.59,ICMP,31759,49720,1320,544,167,121,normal
186.119.28.54,76.61.29.215,TCP,6323,43787,9199,4977,45,66,normal
244.239.4.167,168.226.110.122,UDP,4523,59652,4089,6304,249,9,normal
48.132.250.86,173.119.6.144,ICMP,15965,65328,1940,5337,342,137,normal
75.180.164.102,69.249.148.146,UDP,38838,24913,1204,9199,150,85,normal
255.141.127.146,184.238.2.12,ICMP,62679,7459,7535,4710,144,63,normal
203.142.52.182,95.208.123.167,UDP,43375,26248,6102,6004,56,12,normal
104.209.93.226,3.35.247.32,TCP,3695,36664,6897,1537,543,145,normal
22.42.212.193,224.118.67.109,UDP,9955,43657,9098,2214,521,87,normal
42.166.109.226,215.72.164.210,ICMP,34472,50966,9596,9379,40,47,normal
60.85.38.221,5.182.196.175,ICMP,19970,26698,9076,6690,217,140,normal
184.203.43.64,172.63.161.43,UDP,40597,30589,3022,9568,205,134,normal
95.206.42.69,130.93.59.90,ICMP,41484,2539,2271,7389,179,105,normal
235.101.131.46,179.214.103.167,TCP,51937,8253,1684,2898,197,1,normal
179.100.117.242,96.238.122.234,ICMP,59414,42915,2526,2291,36,83,normal
244.160.198.126,160.57.2.161,TCP,59970,2607,2849,4999,134,114,normal
99.140.15.119,30.22.109.216,UDP,10545,48519,1012,6487,547,1,icmp_flood
188.133.66.14,158.9.6.13,TCP,54712,27526,6298,6450,454,96,normal
164.249.153.88,255.69.150.104,ICMP,41256,16811,5913,3629,393,121,normal
47.115.245.194,251.206.196.48,ICMP,37951,36457,1856,4664,69,21,normal
227.129.115.219,26.120.83.147,TCP,26116,16859,6419,410,219,40,normal
169.253.146.116,181.59.100.179,TCP,31326,19294,8518,6809,97,122,normal
87.100.25.35,116.22.163.226,ICMP,61121,43532,4423,6489,27,24,normal
139.67.64.190,139.83.141.165,UDP,20706,7490,9566,706,90,32,normal
121.255.79.190,92.211.4.119,ICMP,50972,1733,3008,5356,257,34,ddos
13.132.66.247,243.83.184.233,ICMP,11843,33901,1072,7387,39,3,normal
167.185.88.92,14.54.202.129,TCP,12220,24585,3012,1165,415,29,normal
74.198.18.157,226.71.115.230,ICMP,9872,15526,9060,7707,284,96,normal
174.110.136.58,158.171.110.111,TCP,52067,10631,2446,4615,270,141,normal
68.116.116.160,38.206.240.40,UDP,16346,19571,9379,4230,57,13,normal
114.30.144.15,172.199.99.229,TCP,36339,1166,6317,9895,424,14,normal
193.12.174.96,216.135.245.236,UDP,23876,21023,6906,7113,374,61,normal
99.51.103.76,6.200.174.125,UDP,8765,41021,3747,6058,166,93,normal
252.197.216.200,188.66.187.86,UDP,55366,7217,7471,1682,308,58,ddos
112.122.1.192,117.234.238.70,TCP,24482,49367,5684,8938,541,123,normal
66.99.237.172,132.61.90.167,TCP,22676,11859,9252,6082,347,130,normal
153.36.180.90,153.243.90.95,TCP,40505,29673,6190,2101,123,11,normal
242.83.43.208,78.49.202.22,ICMP,36351,15249,3630,1106,211,51,normal
77.128.73.223,105.18.153.62,TCP,55953,52257,3825,8049,284,37,icmp_flood
91.49.4.192,233.82.154.71,ICMP,63598,10180,7234,8601,7,38,icmp_flood
132.133.254.213,47.12.81.148,UDP,53963,10042,1120,4590,40,48,normal
106.110.117.64,105.34.20.1,TCP,30191,15561,8572,6752,78,41,brute_force
112.125.188.49,20.149.55.171,ICMP,20191,29842,1436,6611,435,147,normal
156.89.59.67,198.219.66.9,ICMP,37172,49484,9039,8037,63,112,normal
72.194.154.92,77.125.85.77,TCP,2381,22410,7179,5956,160,49,normal
123.102.204.173,166.159.248.131,UDP,49270,36943,1162,6216,433,51,normal
184.129.119.151,245.246.46.130,ICMP,49177,62788,2209,5527,497,66,icmp_flood
151.129.50.75,184.29.49.43,TCP,26390,39588,6250,1057,210,69,normal
249.145.100.41,77.31.65.122,UDP,5405,40069,2072,1478,358,86,normal
59.204.91.86,34.67.39.221,ICMP,26304,43636,5860,3050,349,87,normal
58.180.21.157,195.246.238.100,UDP,49288,59778,3249,6471,452,93,normal
238.166.125.231,9.134.70.174,TCP,13939,45336,5013,5755,92,40,icmp_flood
161.5.158.248,109.93.243.11,ICMP,57304,41604,2912,5330,90,137,normal
76.158.135.117,39.126.158.124,UDP,11407,12116,7890,6344,216,33,normal
7.25.60.173,55.84.86.135,TCP,4020,62564,1317,8461,383,24,normal
240.154.104.49,141.79.112.107,ICMP,20543,55146,3253,7880,280,22,normal
146.16.34.235,134.155.149.161,UDP,47701,37732,6172,2109,410,74,normal
104.195.198.21,178.219.161.244,UDP,20970,25261,4682,468,360,74,normal
128.148.177.180,209.55.172.188,TCP,34167,50806,1957,2813,277,121,normal
15.142.58.207,110.126.62.149,TCP,22951,63598,4341,1928,266,138,normal
