Customer_ID,Age,Gender,City,Annual_Income,Purchase_Frequency,Average_Spending_Per_Transaction,Preferred_Product_Category,Total_Spent
CUST-0771,44,Female,Makassar,151715763,12,673802,Electronics,8085624
CUST-0772,34,Male,Medan,148349575,10,1012107,Fashion,10121070
CUST-0773,23,Male,Makassar,137053338,12,555250,Health & Beauty,6663000
CUST-0774,48,Male,Makassar,128424503,10,604888,Fashion,6048880
CUST-0775,19,Male,Jakarta,38817241,10,1733103,Groceries,17331030
CUST-0776,65,Male,Bandung,164989698,16,210920,Electronics,3374720
CUST-0777,52,Male,Jakarta,80625301,1,1198658,Groceries,1198658
CUST-0778,21,Female,Surabaya,20887812,5,856050,Groceries,4280250
CUST-0779,40,Female,Medan,123192996,5,663245,Books,3316225
CUST-0780,32,Male,Makassar,149403698,19,1838044,Fashion,34922836
CUST-0781,59,Female,Medan,52535357,14,124077,Groceries,1737078
CUST-0782,22,Female,Medan,172268371,2,2635651,Fashion,5271302
CUST-0783,59,Male,Surabaya,163694592,10,887365,Books,8873650
CUST-0784,20,Male,Surabaya,116346404,10,431410,Health & Beauty,4314100
CUST-0785,19,Female,Medan,109507041,7,263722,Health & Beauty,1846054
CUST-0786,33,Male,Makassar,101289793,6,1645314,Electronics,9871884
CUST-0787,30,Male,Surabaya,127539216,16,1758328,Electronics,28133248
CUST-0788,19,Female,Makassar,34816206,1,2251888,Electronics,2251888
CUST-0789,57,Female,Surabaya,189724362,4,1335327,Groceries,5341308
CUST-0790,27,Male,Makassar,193697715,18,2986679,Books,53760222
CUST-0791,33,Female,Makassar,44338230,12,2706294,Fashion,32475528
CUST-0792,26,Male,Bandung,118074333,3,1020677,Health & Beauty,3062031
CUST-0793,48,Male,Surabaya,163512652,2,980192,Groceries,1960384
CUST-0794,60,Male,Bandung,111284911,14,1460032,Fashion,20440448
CUST-0795,25,Male,Medan,41597453,16,1837091,Health & Beauty,29393456
CUST-0796,54,Male,Makassar,143383499,19,2059890,Groceries,39137910
CUST-0797,31,Male,Makassar,97835187,10,307319,Groceries,3073190
CUST-0798,47,Female,Jakarta,193890495,19,2188523,Books,41581937
CUST-0799,62,Female,Surabaya,74524736,15,1841273,Groceries,27619095
CUST-0800,34,Female,Medan,67410615,11,2750599,Fashion,30256589
CUST-0801,41,Female,Medan,168840877,13,266658,Books,3466554
CUST-0802,28,Male,Surabaya,30557882,16,1326284,Groceries,21220544
CUST-0803,56,Female,Jakarta,123123150,20,511603,Groceries,10232060
CUST-0804,56,Female,Jakarta,197364456,5,1179299,Books,5896495
CUST-0805,65,Female,Surabaya,71272020,5,1574948,Books,7874740
CUST-0806,63,Male,Makassar,100227396,17,1226736,Electronics,20854512
CUST-0807,25,Male,Makassar,124717939,15,1522303,Electronics,22834545
CUST-0808,28,Female,Medan,48660321,15,1803530,Groceries,27052950
CUST-0809,37,Male,Surabaya,189279976,15,1085861,Health & Beauty,16287915
CUST-0810,24,Male,Makassar,116438422,5,1391509,Books,6957545
CUST-0811,55,Male,Jakarta,150594801,11,249465,Health & Beauty,2744115
CUST-0812,19,Female,Surabaya,42780098,3,812321,Groceries,2436963
CUST-0813,37,Female,Medan,189863612,20,221501,Electronics,4430020
CUST-0814,54,Female,Makassar,137570366,20,52247,Fashion,1044940
CUST-0815,61,Female,Makassar,70858989,14,268651,Fashion,3761114
CUST-0816,42,Male,Jakarta,57565650,13,2820047,Books,36660611
CUST-0817,43,Male,Makassar,29582687,8,1399054,Fashion,11192432
CUST-0818,63,Male,Makassar,71832932,13,939098,Groceries,12208274
CUST-0819,30,Male,Jakarta,26808759,11,1246706,Books,13713766
CUST-0820,22,Female,Jakarta,179167576,18,2029955,Fashion,36539190
CUST-0821,55,Female,Medan,84017864,2,1225073,Electronics,2450146
CUST-0822,62,Female,Surabaya,151327363,15,2593936,Groceries,38909040
CUST-0823,58,Male,Makassar,124358990,9,472625,Fashion,4253625
CUST-0824,33,Male,Makassar,36909454,3,1857357,Electronics,5572071
CUST-0825,24,Male,Jakarta,165103334,6,825275,Fashion,4951650
CUST-0826,62,Male,Medan,192713423,1,1108067,Health & Beauty,1108067
CUST-0827,37,Female,Makassar,102605879,19,2110604,Health & Beauty,40101476
CUST-0828,61,Female,Medan,154132943,10,1574970,Electronics,15749700
CUST-0829,56,Male,Bandung,163328439,18,1452080,Electronics,26137440
CUST-0830,25,Male,Jakarta,140610002,4,1326564,Health & Beauty,5306256
CUST-0831,54,Female,Makassar,24407250,18,517784,Electronics,9320112
CUST-0832,20,Male,Medan,29943569,3,456374,Groceries,1369122
CUST-0833,40,Male,Surabaya,111076152,7,2855769,Groceries,19990383
CUST-0834,52,Female,Medan,35047002,20,107300,Books,2146000
CUST-0835,45,Male,Medan,110655646,18,2914548,Health & Beauty,52461864
CUST-0836,60,Male,Bandung,31492938,19,2364283,Groceries,44921377
CUST-0837,41,Male,Makassar,128852686,2,596551,Electronics,1193102
CUST-0838,22,Female,Makassar,51725611,19,1439202,Electronics,27344838
CUST-0839,50,Male,Jakarta,76821926,17,1562334,Groceries,26559678
CUST-0840,59,Female,Medan,195516505,7,1565758,Books,10960306
CUST-0841,39,Male,Surabaya,199131387,16,2520072,Health & Beauty,40321152
CUST-0842,18,Male,Bandung,160423859,17,2268208,Health & Beauty,38559536
CUST-0843,44,Female,Medan,143042856,1,2586353,Electronics,2586353
CUST-0844,49,Female,Surabaya,164032103,4,1608571,Health & Beauty,6434284
CUST-0845,24,Female,Jakarta,59984434,18,1049302,Health & Beauty,18887436
CUST-0846,45,Male,Bandung,175516930,6,2777339,Health & Beauty,16664034
CUST-0847,41,Male,Makassar,82541611,1,1207405,Electronics,1207405
CUST-0848,58,Female,Makassar,39336339,9,930943,Fashion,8378487
CUST-0849,47,Male,Medan,29899273,7,2500845,Fashion,17505915
CUST-0850,63,Male,Bandung,58007903,8,1660819,Health & Beauty,13286552
CUST-0851,27,Female,Surabaya,151236674,19,415874,Fashion,7901606
CUST-0852,45,Male,Jakarta,195511564,15,496129,Health & Beauty,7441935
CUST-0853,29,Male,Jakarta,25117186,3,597295,Books,1791885
CUST-0854,64,Female,Makassar,146492056,18,2690560,Electronics,48430080
CUST-0855,51,Female,Makassar,185992993,20,2574279,Groceries,51485580
CUST-0856,59,Female,Jakarta,32294799,11,554802,Electronics,6102822
CUST-0857,35,Male,Makassar,85144600,13,222129,Books,2887677
CUST-0858,57,Female,Jakarta,194157278,19,2510217,Groceries,47694123
CUST-0859,52,Female,Medan,55040956,2,2794564,Electronics,5589128
CUST-0860,48,Female,Surabaya,23856130,16,848736,Books,13579776
CUST-0861,47,Male,Bandung,66237740,1,859196,Groceries,859196
CUST-0862,45,Female,Medan,189828766,11,1919694,Groceries,21116634
CUST-0863,64,Female,Bandung,33410496,14,463715,Books,6492010
CUST-0864,55,Female,Jakarta,102500237,6,364067,Fashion,2184402
CUST-0865,35,Male,Surabaya,46116686,14,2342518,Electronics,32795252
CUST-0866,38,Female,Medan,142456118,1,2646317,Groceries,2646317
CUST-0867,33,Male,Makassar,184074701,17,1488218,Books,25299706
CUST-0868,23,Female,Bandung,65819083,11,1314483,Health & Beauty,14459313
CUST-0869,35,Male,Bandung,178656760,13,2038932,Health & Beauty,26506116
CUST-0870,46,Male,Makassar,37168490,9,897245,Electronics,8075205
CUST-0871,33,Male,Medan,48543064,3,2287902,Electronics,6863706
CUST-0872,47,Female,Makassar,50649875,4,694548,Books,2778192
CUST-0873,54,Male,Bandung,153450940,4,233757,Health & Beauty,935028
CUST-0874,57,Female,Makassar,179713031,18,586166,Groceries,10550988
CUST-0875,60,Male,Bandung,185256524,6,854076,Books,5124456
CUST-0876,42,Female,Medan,79209487,10,1804110,Health & Beauty,18041100
CUST-0877,39,Female,Surabaya,36940991,5,2358946,Health & Beauty,11794730
CUST-0878,19,Female,Medan,74396067,6,1109168,Books,6655008
CUST-0879,49,Male,Makassar,134410269,9,2400261,Books,21602349
CUST-0880,38,Male,Makassar,110554851,3,1506847,Books,4520541
CUST-0881,29,Male,Medan,127913364,5,1585165,Groceries,7925825
CUST-0882,49,Female,Surabaya,107036155,10,1931070,Fashion,19310700
CUST-0883,31,Female,Bandung,52427657,14,2691843,Health & Beauty,37685802
CUST-0884,40,Female,Makassar,174609966,6,542532,Health & Beauty,3255192
CUST-0885,34,Female,Makassar,166534835,2,1879244,Fashion,3758488
CUST-0886,39,Male,Medan,56864081,20,333990,Fashion,6679800
CUST-0887,35,Male,Bandung,106326127,11,2075096,Electronics,22826056
CUST-0888,56,Male,Bandung,77238984,6,1807430,Groceries,10844580
CUST-0889,62,Male,Makassar,32237045,1,2246820,Groceries,2246820
CUST-0890,35,Female,Bandung,179205110,2,2163381,Electronics,4326762
CUST-0891,53,Female,Medan,66559499,10,141749,Fashion,1417490
CUST-0892,18,Female,Surabaya,110061097,13,750176,Books,9752288
CUST-0893,51,Male,Jakarta,36970997,4,2563032,Groceries,10252128
CUST-0894,30,Male,Surabaya,52412371,11,1199862,Groceries,13198482
CUST-0895,23,Male,Medan,93522689,5,2972197,Books,14860985
CUST-0896,33,Female,Surabaya,57912965,14,590789,Health & Beauty,8271046
CUST-0897,64,Male,Jakarta,131442141,11,1264906,Electronics,13913966
CUST-0898,44,Female,Surabaya,65110806,9,240611,Books,2165499
CUST-0899,49,Female,Makassar,119301615,13,2424709,Groceries,31521217
CUST-0900,53,Male,Medan,168554256,4,304985,Groceries,1219940
CUST-0901,33,Female,Bandung,64293494,2,2960022,Groceries,5920044
CUST-0902,62,Female,Makassar,137752222,7,847718,Groceries,5934026
CUST-0903,48,Female,Makassar,85402850,8,1717209,Books,13737672
CUST-0904,59,Male,Jakarta,176225625,20,2126289,Electronics,42525780
CUST-0905,63,Male,Surabaya,30925027,19,2921815,Electronics,55514485
CUST-0906,49,Male,Medan,55801473,8,2283340,Groceries,18266720
CUST-0907,46,Female,Jakarta,46834914,16,2203723,Books,35259568
CUST-0908,19,Male,Jakarta,189703449,17,364512,Groceries,6196704
CUST-0909,23,Male,Surabaya,184401015,17,744233,Groceries,12651961
CUST-0910,36,Female,Medan,120966910,13,1886035,Fashion,24518455
CUST-0911,32,Female,Makassar,62346676,4,2186068,Health & Beauty,8744272
CUST-0912,43,Female,Medan,24195732,9,1661243,Health & Beauty,14951187
CUST-0913,62,Female,Jakarta,150719336,2,2409290,Electronics,4818580
CUST-0914,33,Male,Jakarta,41668810,11,1686814,Health & Beauty,18554954
CUST-0915,37,Male,Bandung,21704452,15,1731282,Electronics,25969230
CUST-0916,60,Male,Surabaya,21939177,18,2596858,Health & Beauty,46743444
CUST-0917,55,Female,Bandung,68160771,14,1188729,Electronics,16642206
CUST-0918,41,Female,Jakarta,43928668,3,917904,Groceries,2753712
CUST-0919,48,Female,Makassar,194954362,16,822030,Health & Beauty,13152480
CUST-0920,53,Female,Jakarta,179378323,1,65101,Books,65101
CUST-0921,51,Female,Medan,96163607,14,721101,Fashion,10095414
CUST-0922,40,Male,Medan,131728807,8,2448713,Health & Beauty,19589704
CUST-0923,45,Female,Makassar,147778624,1,963551,Electronics,963551
CUST-0924,65,Female,Makassar,54062425,9,2533500,Books,22801500
CUST-0925,53,Male,Bandung,75340713,18,2972262,Electronics,53500716
CUST-0926,39,Female,Makassar,58409855,19,87167,Groceries,1656173
CUST-0927,40,Male,Jakarta,191751905,4,2200820,Books,8803280
CUST-0928,62,Female,Surabaya,92732518,8,1960257,Books,15682056
CUST-0929,47,Male,Medan,160415060,18,2163164,Groceries,38936952
CUST-0930,35,Male,Medan,140908465,5,2252316,Electronics,11261580
CUST-0931,37,Female,Jakarta,130603817,10,1135631,Health & Beauty,11356310
CUST-0932,34,Male,Surabaya,84224190,19,1322594,Fashion,25129286
CUST-0933,32,Female,Makassar,66855122,14,974157,Groceries,13638198
CUST-0934,25,Female,Bandung,183890043,15,1293039,Groceries,19395585
CUST-0935,64,Female,Surabaya,30098867,3,1176232,Groceries,3528696
CUST-0936,30,Female,Jakarta,180060539,17,2365888,Health & Beauty,40220096
CUST-0937,38,Female,Makassar,68318507,7,549555,Fashion,3846885
CUST-0938,25,Female,Makassar,154187564,5,767683,Fashion,3838415
CUST-0939,65,Female,Makassar,184295871,12,989228,Fashion,11870736
CUST-0940,52,Male,Surabaya,43628008,18,241312,Fashion,4343616
CUST-0941,62,Female,Makassar,188360476,6,2287937,Books,13727622
CUST-0942,29,Female,Surabaya,100852696,8,1049153,Electronics,8393224
CUST-0943,30,Male,Jakarta,113376230,18,1274079,Fashion,22933422
CUST-0944,31,Female,Bandung,132416977,14,213958,Electronics,2995412
CUST-0945,65,Female,Surabaya,21226761,18,2732741,Electronics,49189338
CUST-0946,48,Male,Jakarta,169709246,15,671341,Fashion,10070115
CUST-0947,35,Female,Surabaya,83253864,2,1214995,Books,2429990
CUST-0948,64,Female,Jakarta,71513533,1,607722,Health & Beauty,607722
CUST-0949,55,Female,Bandung,51543264,15,1184285,Books,17764275
CUST-0950,51,Female,Medan,162324214,20,266090,Groceries,5321800
CUST-0951,56,Male,Bandung,45684938,10,2744475,Electronics,27444750
CUST-0952,36,Female,Medan,186140325,6,1094415,Books,6566490
CUST-0953,24,Female,Medan,117147141,1,930688,Fashion,930688
CUST-0954,30,Female,Makassar,164880742,2,2292253,Electronics,4584506
CUST-0955,36,Female,Surabaya,156241934,16,537314,Groceries,8597024
CUST-0956,32,Female,Makassar,78861488,9,55871,Groceries,502839
CUST-0957,41,Male,Jakarta,144612035,20,2770616,Electronics,55412320
CUST-0958,29,Male,Jakarta,188165214,9,1507360,Groceries,13566240
CUST-0959,37,Male,Jakarta,196986787,13,2703664,Books,35147632
CUST-0960,18,Male,Makassar,75863755,12,2588223,Electronics,31058676
CUST-0961,63,Female,Bandung,94202697,7,1598160,Books,11187120
CUST-0962,52,Male,Makassar,34245607,19,1411311,Fashion,26814909
CUST-0963,26,Female,Makassar,72001046,17,399159,Groceries,6785703
CUST-0964,35,Female,Bandung,50247070,10,2353826,Electronics,23538260
CUST-0965,20,Male,Bandung,60055244,2,1157456,Electronics,2314912
CUST-0966,21,Female,Bandung,147349226,6,610407,Books,3662442
CUST-0967,53,Female,Surabaya,153550623,18,1762714,Health & Beauty,31728852
CUST-0968,36,Male,Makassar,67331565,19,2614741,Electronics,49680079
CUST-0969,62,Female,Surabaya,62885139,3,1286880,Books,3860640
CUST-0970,26,Male,Medan,199890042,10,1411618,Electronics,14116180
CUST-0971,58,Female,Medan,31573756,3,290180,Fashion,870540
CUST-0972,49,Male,Makassar,34502926,13,2675446,Fashion,34780798
CUST-0973,24,Female,Jakarta,193103512,4,93655,Groceries,374620
CUST-0974,18,Female,Bandung,117762333,5,1541004,Books,7705020
CUST-0975,54,Male,Surabaya,96521424,18,969725,Groceries,17455050
CUST-0976,36,Female,Medan,76261321,9,1223104,Health & Beauty,11007936
CUST-0977,48,Female,Makassar,136681281,14,791281,Electronics,11077934
CUST-0978,48,Female,Jakarta,87479783,7,1123688,Health & Beauty,7865816
CUST-0979,46,Female,Makassar,109736530,20,115592,Groceries,2311840
CUST-0980,39,Male,Jakarta,185576183,17,2303971,Fashion,39167507
CUST-0981,29,Female,Makassar,141640891,11,2806989,Electronics,30876879
CUST-0982,21,Male,Bandung,31627948,11,2496374,Groceries,27460114
CUST-0983,34,Male,Bandung,48030324,9,496453,Books,4468077
CUST-0984,48,Male,Jakarta,34081204,15,2936165,Groceries,44042475
CUST-0985,25,Female,Makassar,164246649,9,1652144,Groceries,14869296
CUST-0986,22,Male,Bandung,67214470,8,2792339,Health & Beauty,22338712
CUST-0987,43,Male,Makassar,62425045,11,1129383,Groceries,12423213
CUST-0988,49,Female,Makassar,27802136,11,2676597,Health & Beauty,29442567
CUST-0989,22,Female,Bandung,150207676,7,2710470,Groceries,18973290
CUST-0990,54,Female,Medan,158218414,15,2584792,Books,38771880
CUST-0991,58,Male,Medan,51155984,20,2360548,Electronics,47210960
CUST-0992,61,Male,Makassar,39021200,11,914693,Fashion,10061623
CUST-0993,21,Male,Medan,83162816,1,1904657,Groceries,1904657
CUST-0994,27,Female,Surabaya,139405698,5,975427,Electronics,4877135
CUST-0995,27,Male,Bandung,179103483,1,1410057,Groceries,1410057
CUST-0996,54,Male,Medan,175628616,20,1177401,Fashion,23548020
CUST-0997,37,Female,Medan,107502526,16,905296,Books,14484736
CUST-0998,23,Female,Makassar,132492246,1,2489674,Electronics,2489674
CUST-0999,33,Female,Jakarta,73351921,1,2691575,Electronics,2691575
CUST-1000,25,Female,Medan,107425390,6,1708693,Books,10252158
CUST-1001,53,Male,Jakarta,81757128,14,702807,Fashion,9839298
CUST-1002,44,Female,Bandung,49563567,18,1920894,Groceries,34576092
CUST-1003,56,Male,Jakarta,107545452,16,1021917,Books,16350672
CUST-1004,56,Female,Medan,81144782,13,1869923,Books,24308999
CUST-1005,57,Male,Surabaya,46323891,18,1596188,Books,28731384
CUST-1006,32,Female,Surabaya,83650975,3,672158,Groceries,2016474
CUST-1007,51,Female,Bandung,130755248,3,2059100,Fashion,6177300
CUST-1008,42,Male,Medan,73675235,18,442968,Health & Beauty,7973424
CUST-1009,46,Male,Bandung,120806207,1,2130211,Books,2130211
CUST-1010,46,Male,Makassar,79233709,15,811322,Electronics,12169830
CUST-1011,37,Female,Makassar,39737982,4,1976821,Fashion,7907284
CUST-1012,55,Female,Jakarta,146430484,12,826063,Health & Beauty,9912756
CUST-1013,45,Female,Bandung,177059506,13,788661,Electronics,10252593
CUST-1014,37,Female,Surabaya,150032206,20,842135,Electronics,16842700
CUST-1015,54,Male,Bandung,34586609,12,2439318,Fashion,29271816
CUST-1016,57,Female,Jakarta,137001637,13,2107383,Books,27395979
CUST-1017,21,Female,Medan,58907376,6,806680,Books,4840080
CUST-1018,57,Female,Bandung,78026393,1,2766081,Books,2766081
CUST-1019,65,Male,Jakarta,183593573,4,1232979,Books,4931916
CUST-1020,24,Female,Makassar,142135682,15,138278,Health & Beauty,2074170
CUST-1021,31,Female,Surabaya,67797822,12,1350906,Books,16210872
CUST-1022,58,Female,Medan,123973187,7,733330,Electronics,5133310
CUST-1023,31,Male,Bandung,120256638,15,795471,Books,11932065
CUST-1024,34,Female,Bandung,56615835,1,1703383,Electronics,1703383
CUST-1025,60,Male,Surabaya,142873697,8,2933025,Books,23464200
CUST-1026,23,Male,Makassar,72118064,1,2599390,Health & Beauty,2599390
CUST-1027,28,Male,Bandung,189656877,9,837891,Books,7541019
CUST-1028,33,Female,Surabaya,116258319,12,341311,Books,4095732
CUST-1029,29,Male,Surabaya,92395574,7,651976,Health & Beauty,4563832
CUST-1030,53,Male,Medan,74280573,3,352194,Groceries,1056582
CUST-1031,22,Male,Surabaya,110165145,20,1838430,Groceries,36768600
CUST-1032,28,Male,Surabaya,54148149,10,1078669,Fashion,10786690
CUST-1033,18,Male,Surabaya,28615327,8,1958509,Books,15668072
CUST-1034,44,Female,Bandung,172650073,8,2755824,Groceries,22046592
CUST-1035,46,Female,Surabaya,36012637,16,1738225,Fashion,27811600
CUST-1036,62,Female,Surabaya,95324105,12,470411,Groceries,5644932
CUST-1037,56,Male,Surabaya,56641842,2,2259469,Fashion,4518938
CUST-1038,48,Female,Surabaya,49825666,9,625841,Groceries,5632569
CUST-1039,36,Male,Makassar,144965910,16,99444,Fashion,1591104
CUST-1040,20,Male,Bandung,143098842,20,2580396,Health & Beauty,51607920
CUST-1041,32,Female,Surabaya,132266104,7,468297,Groceries,3278079
CUST-1042,36,Female,Jakarta,65956503,1,1634923,Electronics,1634923
CUST-1043,63,Male,Jakarta,112227982,7,1660573,Fashion,11624011
CUST-1044,36,Male,Jakarta,79016491,13,136888,Health & Beauty,1779544
CUST-1045,62,Female,Medan,99231815,4,511522,Health & Beauty,2046088
CUST-1046,47,Female,Makassar,182037301,9,106841,Groceries,961569
CUST-1047,22,Female,Jakarta,62087490,19,2753153,Electronics,52309907
CUST-1048,61,Male,Makassar,191261609,17,233459,Groceries,3968803
CUST-1049,32,Male,Jakarta,184155821,16,604399,Books,9670384
CUST-1050,34,Male,Medan,65616708,6,1091625,Books,6549750
CUST-1051,58,Female,Bandung,175188293,18,400625,Electronics,7211250
CUST-1052,55,Male,Makassar,168379211,7,1172632,Groceries,8208424
CUST-1053,60,Male,Bandung,81660241,19,648257,Health & Beauty,12316883
CUST-1054,30,Male,Medan,43212776,20,2681440,Books,53628800
CUST-1055,45,Female,Makassar,130513841,19,2565060,Fashion,48736140
CUST-1056,25,Female,Bandung,160061240,6,106610,Health & Beauty,639660
CUST-1057,52,Male,Medan,151322220,3,89410,Health & Beauty,268230
CUST-1058,32,Female,Surabaya,78100869,19,496017,Fashion,9424323
CUST-1059,59,Male,Makassar,178801280,5,2324865,Books,11624325
CUST-1060,27,Female,Bandung,147101233,3,1469310,Fashion,4407930
CUST-1061,35,Female,Medan,144221974,5,406369,Books,2031845
CUST-1062,27,Female,Surabaya,94939362,9,898598,Fashion,8087382
CUST-1063,22,Female,Makassar,23893349,19,633973,Health & Beauty,12045487
CUST-1064,21,Female,Surabaya,134920001,8,2065050,Books,16520400
CUST-1065,28,Male,Jakarta,86210726,17,2410769,Fashion,40983073
CUST-1066,37,Female,Makassar,86526746,9,1913639,Books,17222751
CUST-1067,56,Female,Medan,107857836,7,734277,Groceries,5139939
CUST-1068,65,Female,Medan,136567752,1,1339266,Groceries,1339266
CUST-1069,54,Male,Makassar,175549496,18,1441486,Groceries,25946748
CUST-1070,36,Female,Jakarta,79701819,20,2058687,Groceries,41173740
CUST-1071,46,Male,Makassar,178852487,9,698075,Electronics,6282675
CUST-1072,25,Male,Bandung,59988749,18,1072608,Electronics,19306944
CUST-1073,47,Female,Medan,174001631,15,284358,Health & Beauty,4265370
CUST-1074,62,Male,Surabaya,21363002,1,2329715,Health & Beauty,2329715
CUST-1075,37,Male,Medan,132144777,14,2952631,Books,41336834
CUST-1076,62,Female,Jakarta,31871343,2,1171794,Fashion,2343588
CUST-1077,43,Male,Makassar,30753169,11,2681866,Books,29500526
CUST-1078,35,Male,Medan,146339853,14,2330077,Health & Beauty,32621078
CUST-1079,50,Female,Bandung,155349541,14,566216,Fashion,7927024
CUST-1080,52,Male,Jakarta,29024948,9,138952,Fashion,1250568
CUST-1081,49,Female,Jakarta,134272341,4,236754,Health & Beauty,947016
CUST-1082,46,Female,Surabaya,162571903,17,481238,Electronics,8181046
CUST-1083,23,Male,Medan,125849511,15,2334394,Fashion,35015910
CUST-1084,56,Female,Makassar,148652883,16,1294611,Electronics,20713776
CUST-1085,20,Female,Jakarta,46306461,12,480193,Health & Beauty,5762316
CUST-1086,45,Male,Bandung,141451304,17,2195564,Groceries,37324588
CUST-1087,65,Female,Bandung,152952066,2,1791830,Books,3583660
CUST-1088,38,Male,Makassar,84561813,8,644899,Health & Beauty,5159192
CUST-1089,56,Male,Bandung,42304710,2,55076,Electronics,110152
CUST-1090,34,Female,Surabaya,169917702,9,990835,Fashion,8917515
CUST-1091,19,Female,Makassar,23334771,14,150666,Electronics,2109324
CUST-1092,23,Male,Bandung,129150709,18,1000744,Health & Beauty,18013392
CUST-1093,32,Male,Surabaya,78520671,15,1841535,Electronics,27623025
CUST-1094,61,Female,Bandung,55624606,11,1666413,Fashion,18330543
CUST-1095,54,Female,Medan,116208792,1,668141,Electronics,668141
CUST-1096,55,Male,Makassar,99400638,13,1531889,Fashion,19914557
CUST-1097,19,Female,Bandung,84172822,7,2798798,Books,19591586
CUST-1098,61,Male,Bandung,193849590,11,1253120,Books,13784320
CUST-1099,35,Female,Surabaya,44355017,3,997427,Health & Beauty,2992281
CUST-1100,54,Male,Medan,24276220,19,2920654,Health & Beauty,55492426
CUST-1101,20,Male,Medan,148790754,1,1663732,Groceries,1663732
CUST-1102,29,Female,Surabaya,199592879,8,2930506,Fashion,23444048
CUST-1103,48,Female,Medan,101828953,14,521476,Health & Beauty,7300664
CUST-1104,51,Female,Bandung,63433616,3,2112845,Books,6338535
CUST-1105,59,Female,Bandung,143287797,8,761182,Fashion,6089456
CUST-1106,46,Female,Medan,173110428,7,511942,Groceries,3583594
CUST-1107,35,Female,Bandung,176675069,6,991715,Electronics,5950290
CUST-1108,29,Female,Medan,26553441,11,476712,Groceries,5243832
CUST-1109,55,Male,Surabaya,142095396,10,1232014,Groceries,12320140
CUST-1110,45,Male,Makassar,144489799,3,1548657,Books,4645971
CUST-1111,58,Male,Surabaya,57211573,4,369983,Books,1479932
CUST-1112,49,Male,Makassar,128813097,1,2632419,Books,2632419
CUST-1113,23,Female,Surabaya,69645992,16,1449743,Electronics,23195888
CUST-1114,48,Male,Jakarta,119433984,14,546399,Electronics,7649586
CUST-1115,40,Female,Bandung,188258285,1,1562019,Electronics,1562019
CUST-1116,44,Male,Surabaya,144633451,19,405695,Groceries,7708205
CUST-1117,39,Female,Makassar,190027637,11,231809,Health & Beauty,2549899
CUST-1118,38,Male,Medan,20366050,9,2585483,Health & Beauty,23269347
CUST-1119,60,Female,Medan,188390911,8,683771,Health & Beauty,5470168
CUST-1120,24,Female,Surabaya,38978009,4,796870,Health & Beauty,3187480
CUST-1121,28,Male,Surabaya,123315241,16,1847797,Groceries,29564752
CUST-1122,39,Male,Surabaya,109363810,8,2274997,Health & Beauty,18199976
CUST-1123,44,Female,Medan,162517841,11,1454437,Fashion,15998807
CUST-1124,62,Female,Jakarta,28781645,2,2564952,Fashion,5129904
CUST-1125,49,Male,Surabaya,99615267,11,810701,Books,8917711
CUST-1126,36,Female,Medan,134327264,17,2899749,Books,49295733
CUST-1127,60,Male,Medan,92421034,8,1833604,Electronics,14668832
CUST-1128,43,Female,Surabaya,184417049,3,680068,Fashion,2040204
CUST-1129,53,Male,Makassar,165608815,20,2848747,Electronics,56974940
CUST-1130,20,Male,Makassar,174411956,20,2932160,Books,58643200
CUST-1131,47,Female,Bandung,75605445,15,1314850,Books,19722750
CUST-1132,23,Male,Medan,41732276,4,2670426,Groceries,10681704
CUST-1133,38,Female,Bandung,186552176,15,1253788,Health & Beauty,18806820
CUST-1134,34,Female,Bandung,110112352,19,1511235,Health & Beauty,28713465
CUST-1135,38,Female,Makassar,34713396,4,485882,Groceries,1943528
CUST-1136,25,Male,Makassar,158173521,3,1187047,Health & Beauty,3561141
CUST-1137,43,Female,Jakarta,117707961,2,2144009,Fashion,4288018
CUST-1138,50,Male,Medan,33841225,2,2825503,Books,5651006
CUST-1139,18,Male,Jakarta,49787355,13,1598170,Books,20776210
CUST-1140,60,Male,Surabaya,122798698,11,1163172,Groceries,12794892
CUST-1141,52,Female,Jakarta,118137549,3,370316,Electronics,1110948
CUST-1142,47,Female,Surabaya,144917210,5,59138,Fashion,295690
CUST-1143,44,Male,Bandung,186197370,2,673453,Groceries,1346906
CUST-1144,21,Male,Medan,30972121,15,2800851,Health & Beauty,42012765
CUST-1145,30,Male,Jakarta,118132256,2,664839,Groceries,1329678
CUST-1146,51,Male,Medan,118363609,10,1393251,Electronics,13932510
CUST-1147,41,Male,Bandung,67047985,20,669835,Books,13396700
CUST-1148,57,Female,Bandung,193992522,14,1688293,Books,23636102
CUST-1149,49,Female,Bandung,169999170,3,1923576,Books,5770728
CUST-1150,58,Male,Bandung,37986763,4,2056689,Books,8226756
CUST-1151,46,Female,Makassar,170527385,2,332333,Books,664666
CUST-1152,21,Female,Makassar,74952118,18,524644,Health & Beauty,9443592
CUST-1153,31,Female,Bandung,57153024,2,2473648,Groceries,4947296
CUST-1154,35,Female,Bandung,109907001,10,1842868,Groceries,18428680
CUST-1155,53,Male,Jakarta,84057479,13,1218013,Health & Beauty,15834169
CUST-1156,26,Male,Medan,164856853,13,656780,Groceries,8538140
CUST-1157,36,Female,Jakarta,50482906,4,429362,Fashion,1717448
CUST-1158,46,Male,Bandung,194224918,20,1404984,Fashion,28099680
